"","[","objectid","fod_id","fpa_id","source_system_type","source_system","nwcg_reporting_agency","nwcg_reporting_unit_id","nwcg_reporting_unit_name","source_reporting_unit","source_reporting_unit_name","local_fire_report_id","local_incident_id","fire_code","fire_name","ics_209_incident_number","ics_209_name","mtbs_id","mtbs_fire_name","complex_name","fire_year","discovery_date","discovery_doy","discovery_time","stat_cause_code","stat_cause_descr","cont_date","cont_doy","cont_time","fire_size","fire_size_class","latitude","longitude","owner_code","owner_descr","state","county","fips_code","fips_name","cause","date","plot_date","duration_days"
"307",NA,"138278","139647","FS-365757","FED","FS-FIRESTAT","FS","USCAINF","Inyo National Forest","0504","Inyo National Forest","8",NA,"1400","MCLAUGHLIN","CA-INF-431","McLaughlin","CA3777211886020010702","MCLAUGHLIN",NA,"2001",2001-07-02,"183","1617",1,"Lightning",2001-07-05,186,1800,2714,"F",37.75166667,-118.8675,"5","USFS","CA",NA,NA,NA,"Natural",2001-07-02,2017-07-02,3
"308",NA,"139359","140732","FS-366896","FED","FS-FIRESTAT","FS","USCAMNF","Mendocino National Forest","0508","Mendocino National Forest","16",NA,NA,"TROUGH","CA-MNF-0667","TROUGH","CA3939912270520010808","TROUGH",NA,"2001",2001-08-08,"220","1400",9,"Miscellaneous",2001-08-20,232,1800,24970,"G",39.375,-122.635,"5","USFS","CA",NA,NA,NA,"Human",2001-08-08,2017-08-08,12
"309",NA,"139572","140947","FS-367130","FED","FS-FIRESTAT","FS","USCAKNF","Klamath National Forest","0505","Klamath National Forest","5",NA,"2060","JONES","CA-KNF-1500","JONES","CA4186812276120010509","JONES",NA,"2001",2001-05-09,"129","1355",5,"Debris Burning",2001-05-15,135,1800,1488,"F",41.8525,-122.76861111,"13","STATE OR PRIVATE","CA",NA,NA,NA,"Human",2001-05-09,2017-05-09,6
"310",NA,"140190","141566","FS-367775","FED","FS-FIRESTAT","FS","USCASHF","Shasta-Trinity National Forest","0514","Shasta-Trinity National Forest","102",NA,"6417","HYAMPOM","CA-SHF-08086","HYAMPOM","CA4057812322220010831","HYAMPOM",NA,"2001",2001-08-31,"243","1715",7,"Arson",2001-09-03,246,1800,1065,"F",40.56777778,-123.23472222,"13","STATE OR PRIVATE","CA",NA,NA,NA,"Human",2001-08-31,2017-08-31,3
"311",NA,"140751","142128","FS-368380","FED","FS-FIRESTAT","FS","USCABDF","San Bernardino National Forest","0512","San Bernardino National Forest","54",NA,"4812","HEMLOCK","CA-BDF-4213","HEMLOCK","CA3417011706520010614","HEMLOCK",NA,"2001",2001-06-14,"165","1300",9,"Miscellaneous",2001-07-16,197,800,1074,"F",34.16666667,-117.06666667,"5","USFS","CA",NA,NA,NA,"Human",2001-06-14,2017-06-14,32
"312",NA,"140802","142180","FS-368434","FED","FS-FIRESTAT","FS","USCAPNF","Plumas National Forest","0511","Plumas National Forest","91",NA,"4738","STREAM","CA-PNF-954","STREAM","CA4018312060620010726","STREAM",NA,"2001",2001-07-26,"207","1030",1,"Lightning",2001-08-03,215,1100,3560,"F",40.16722222,-120.63388889,"5","USFS","CA",NA,NA,NA,"Natural",2001-07-26,2017-07-26,8
"313",NA,"141157","142537","FS-368793","FED","FS-FIRESTAT","FS","USCAMDF","Modoc National Forest","0509","Modoc National Forest","131",NA,NA,"ROCK","CA-MDF-596","Modoc Complex","CA4190312084820010809","MODOC COMPLEX (ROCK)","MODOC COMPLEX","2001",2001-08-09,"221","915",1,"Lightning",2001-08-17,229,1800,1313,"F",41.8875,-120.86722222,"5","USFS","CA",NA,NA,NA,"Natural",2001-08-09,2017-08-09,8
"314",NA,"141262","142642","FS-368902","FED","FS-FIRESTAT","FS","USNVHTF","Humboldt-Toiyabe National Forest","0417","Humboldt-Toiyabe National Forest","121",NA,"8396","MARTIS","CA-NEU-9855","MARTIS","NV3936512000020010617","MARTIS",NA,"2001",2001-06-17,"168","1204",4,"Campfire",2001-07-05,186,1205,14500,"G",38.7725,-119.79777778,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2001-06-17,2017-06-17,18
"315",NA,"141463","142844","FS-369205","FED","FS-FIRESTAT","FS","USCAMDF","Modoc National Forest","0509","Modoc National Forest","158",NA,NA,"BELL","CA-MDF-596","Modoc Complex","CA4172312096320010810","MODOC COMPLEX (BELL)","MODOC COMPLEX","2001",2001-08-10,"222","1145",1,"Lightning",2001-08-19,231,1800,2977,"F",41.69527778,-120.99611111,"5","USFS","CA",NA,NA,NA,"Natural",2001-08-10,2017-08-10,9
"316",NA,"141544","142925","FS-369288","FED","FS-FIRESTAT","FS","USCAMDF","Modoc National Forest","0509","Modoc National Forest","138",NA,NA,"BLUE","CA-MDF-621","BLUE COMPLEX","CA4118212024620010809","BLUE COMPLEX (BLUE)","BLUE COMPLEX","2001",2001-08-09,"221","1130",1,"Lightning",2001-08-21,233,1800,34319,"G",41.15944444,-120.31166667,"5","USFS","CA",NA,NA,NA,"Natural",2001-08-09,2017-08-09,12
"317",NA,"142071","143458","FS-369864","FED","FS-FIRESTAT","FS","USCAENF","Eldorado National Forest","0503","Eldorado National Forest","74",NA,"1095","STAR","CA-ENF-12745","STAR","CA3909912049020010825","STAR",NA,"2001",2001-08-25,"237","641",9,"Miscellaneous",2001-08-25,237,900,16761,"G",39.05,-120.51861111,"13","STATE OR PRIVATE","CA",NA,NA,NA,"Human",2001-08-25,2017-08-25,0
"318",NA,"142512","143903","FS-370374","FED","FS-FIRESTAT","FS","USCAKNF","Klamath National Forest","0505","Klamath National Forest","167",NA,"1900","SWILLUP II","CA-KNF-3902","Happy Camp Complex","CA4162512353920010915","HAPPY CAMP COMPLEX (SWILLUP)","HAPPY CAMP COMPLEX","2001",2001-09-15,"258","730",1,"Lightning",2001-10-30,303,1000,8055,"G",41.60583333,-123.51166667,"5","USFS","CA",NA,NA,NA,"Natural",2001-09-15,2017-09-15,45
"319",NA,"143162","144560","FS-371109","FED","FS-FIRESTAT","FS","USCAINF","Inyo National Forest","0504","Inyo National Forest","63",NA,"1714","CRATER","CA-INF-773","Crater","CA3791711895020010812","CRATER",NA,"2001",2001-08-12,"224","930",1,"Lightning",2001-08-14,226,800,5570,"G",37.86805556,-118.98333333,"5","USFS","CA",NA,NA,NA,"Natural",2001-08-12,2017-08-12,2
"320",NA,"143393","144798","FS-371430","FED","FS-FIRESTAT","FS","USCAANF","Angeles National Forest","0501","Angeles National Forest","166",NA,"0101","STABLES","CA-ANF-3734","Stables","CA3449311849520011012","STABLES",NA,"2001",2001-10-12,"285","855",9,"Miscellaneous",2001-10-18,291,1800,6540,"G",34.49055556,-118.45638889,"5","USFS","CA",NA,NA,NA,"Human",2001-10-12,2017-10-12,6
"321",NA,"148884","150336","FS-377318","FED","FS-FIRESTAT","FS","USCALNF","Lassen National Forest","0506","Lassen National Forest","51",NA,NA,"CONE","CA-LNF-3269","CONE","CA4075212115820020926","CONE",NA,"2002",2002-09-26,"269","1400",2,"Equipment Use",2002-09-30,273,1800,2006,"F",40.75944444,-121.18222222,"5","USFS","CA",NA,NA,NA,"Human",2002-09-26,2017-09-26,4
"322",NA,"150657","152114","FS-379156","FED","FS-FIRESTAT","FS","USCAKNF","Klamath National Forest","0505","Klamath National Forest","11",NA,"2155","FORKS","CA-KNF-1997","FORKS","CA4127312332120020609","FORKS",NA,"2002",2002-06-09,"160","1445",5,"Debris Burning",2002-06-10,161,1300,1301,"F",41.275,-123.34166667,"13","STATE OR PRIVATE","CA",NA,NA,NA,"Human",2002-06-09,2017-06-09,1
"323",NA,"150773","152230","FS-379272","FED","FS-FIRESTAT","FS","USCAKNF","Klamath National Forest","0505","Klamath National Forest","52",NA,"1900","STANZA","CA-KNF-2988","STANZA","CA4166912331420020722","STANZA",NA,"2002",2002-07-22,"203","1900",1,"Lightning",2002-08-05,217,700,2880,"F",41.66805556,-123.29666667,"5","USFS","CA",NA,NA,NA,"Natural",2002-07-22,2017-07-22,14
"324",NA,"151223","152684","FS-379745","FED","FS-FIRESTAT","FS","USCAINF","Inyo National Forest","0504","Inyo National Forest","25",NA,"1774","FULLER","CA-INF-000726","Inyo Complex","CA3710411837420020711","INYO COMPLEX (FULLER)","INYO COMPLEX","2002",2002-07-11,"192","1918",1,"Lightning",2002-07-16,197,1800,6400,"G",37.05805556,-118.36861111,"5","USFS","CA",NA,NA,NA,"Natural",2002-07-11,2017-07-11,5
"325",NA,"151811","153288","FS-380369","FED","FS-FIRESTAT","FS","USNVHTF","Humboldt-Toiyabe National Forest","0417","Humboldt-Toiyabe National Forest","83",NA,"7532","CANNON","NV-HTF-1228","CANNON","CA3848811946420020615","CANNON",NA,"2002",2002-06-15,"166","1210",4,"Campfire",2002-07-19,200,2000,23020,"G",38.45611111,-119.54555556,"5","USFS","CA",NA,NA,NA,"Human",2002-06-15,2017-06-15,34
"326",NA,"151965","153458","FS-380579","FED","FS-FIRESTAT","FS","USCALPF","Los Padres National Forest","0507","Los Padres National Forest","17",NA,"3280","WOLF","CA-LPF-869","Wolf","CA3459311921120020601","WOLF",NA,"2002",2002-06-01,"152","1457",9,"Miscellaneous",2002-06-14,165,2359,21645,"G",34.60916667,-119.36416667,"13","STATE OR PRIVATE","CA",NA,NA,NA,"Human",2002-06-01,2017-06-01,13
"327",NA,"152417","153920","FS-381099","FED","FS-FIRESTAT","FS","USCASQF","Sequoia National Forest","0513","Sequoia National Forest","43",NA,"5764","MCNALLY","CA-SQF-1888","McNally","CA3606711840020020721","MCNALLY",NA,"2002",2002-07-21,"202","1452",4,"Campfire",2002-08-28,240,1800,150696,"G",35.87361111,-118.45805556,"5","USFS","CA",NA,NA,NA,"Human",2002-07-21,2017-07-21,38
"328",NA,"153582","155094","FS-382347","FED","FS-FIRESTAT","FS","USCAENF","Eldorado National Forest","0503","Eldorado National Forest","90",NA,"1169","PLUM","CA-ENF-18738","Plum","CA3874612039820021125","PLUM",NA,"2002",2002-11-25,"329","743",5,"Debris Burning",2002-12-02,336,1200,1763,"F",38.71916667,-120.38416667,"13","STATE OR PRIVATE","CA",NA,NA,NA,"Human",2002-11-25,2017-11-25,7
"329",NA,"153583","155095","FS-382348","FED","FS-FIRESTAT","FS","USCAENF","Eldorado National Forest","0503","Eldorado National Forest","91",NA,"1170","HUNTER.",NA,NA,NA,NA,NA,"2002",2002-11-25,"329","630",5,"Debris Burning",2002-11-25,329,1800,2400,"F",38.88416667,-120.46666667,"13","STATE OR PRIVATE","CA",NA,NA,NA,"Human",2002-11-25,2017-11-25,0
"330",NA,"154540","156067","FS-383382","FED","FS-FIRESTAT","FS","USCABDF","San Bernardino National Forest","0512","San Bernardino National Forest","86",NA,"4933","LOUISIANA","CA-BDF-5419","LOUISIANA","CA3429011747320020626","LOUISIANA",NA,"2002",2002-06-26,"177","1615",2,"Equipment Use",2002-07-04,185,1800,6559,"G",34.23611111,-117.43194444,"5","USFS","CA",NA,NA,NA,"Human",2002-06-26,2017-06-26,8
"331",NA,"154588","156115","FS-383449","FED","FS-FIRESTAT","FS","USCAANF","Angeles National Forest","0501","Angeles National Forest","47",NA,"0105","BOUQUET","CA-ANF-1354","BOUQUET","CA3453911843620020511","BOUQUET",NA,"2002",2002-05-11,"131","1031",9,"Miscellaneous",2002-05-13,133,1800,5200,"G",34.57138889,-118.39777778,"5","USFS","CA",NA,NA,NA,"Human",2002-05-11,2017-05-11,2
"332",NA,"154627","156154","FS-383520","FED","FS-FIRESTAT","FS","USCAANF","Angeles National Forest","0501","Angeles National Forest","157",NA,"0126","LEONA","CA-ANF-3283","LEONA","CA3458511827520020903","LEONA",NA,"2002",2002-09-03,"246","1324",7,"Arson",2002-09-04,247,1800,5124,"G",34.58638889,-118.32527778,"5","USFS","CA",NA,NA,NA,"Human",2002-09-03,2017-09-03,1
"333",NA,"154632","156160","FS-383531","FED","FS-FIRESTAT","FS","USCAANF","Angeles National Forest","0501","Angeles National Forest","176",NA,"0135","WILLIAMS","CA-ANF-3518","WILLIAMS/CURVE COMPLEX","CA3419511777720020922","WILLIAMS","WILLIAMS/CURVE COMPLEX","2002",2002-09-22,"265","1657",7,"Arson",2002-10-10,283,1800,37240,"G",34.23027778,-117.7875,"5","USFS","CA",NA,NA,NA,"Human",2002-09-22,2017-09-22,18
"334",NA,"156007","157551","FS-385211","FED","FS-FIRESTAT","FS","USCAINF","Inyo National Forest","0504","Inyo National Forest","60",NA,NA,"DEXTER","CA-INF-1345","Dexter","CA3782011879420030902","DEXTER WFU",NA,"2003",2003-09-02,"245","1120",1,"Lightning",2003-10-13,286,1200,2515,"F",37.83138889,-118.795,"5","USFS","CA",NA,NA,NA,"Natural",2003-09-02,2017-09-02,41
"335",NA,"157972","159533","FS-387254","FED","FS-FIRESTAT","FS","USCASTF","Stanislaus National Forest","0516","Stanislaus National Forest","97",NA,"7648","MUDD","CA-STF-2352","MUD COMPLEX","CA3844311994420030831","MUD WFU","MUD COMPLEX","2003",2003-08-31,"243","1132",1,"Lightning",2003-10-27,300,1800,4102,"F",38.42472222,-119.96111111,"5","USFS","CA",NA,NA,NA,"Natural",2003-08-31,2017-08-31,57
"336",NA,"157973","159534","FS-387255","FED","FS-FIRESTAT","FS","USCASTF","Stanislaus National Forest","0516","Stanislaus National Forest","96",NA,"5555","WHITT","CA-STF-2352","MUD COMPLEX","CA3838211998820030831","WHITT","MUD COMPLEX","2003",2003-08-31,"243","1059",1,"Lightning",2003-10-27,300,1800,1014,"F",38.37805556,-119.99972222,"5","USFS","CA",NA,NA,NA,"Natural",2003-08-31,2017-08-31,57
"337",NA,"158701","160263","FS-388185","FED","FS-FIRESTAT","FS","USCALPF","Los Padres National Forest","0507","Los Padres National Forest","38",NA,"AXE7","PIRU","CA-LPF-2142","PIRU","CA3448011886120031023","PIRU",NA,"2003",2003-10-23,"296","1235",2,"Equipment Use",2003-10-31,304,1800,63720,"G",34.4875,-118.75888889,"13","STATE OR PRIVATE","CA",NA,NA,NA,"Human",2003-10-23,2017-10-23,8
"338",NA,"160707","162278","FS-390261","FED","FS-FIRESTAT","FS","USCABDF","San Bernardino National Forest","0512","San Bernardino National Forest","147",NA,"P100","OLD","CA-BDF-10329","OLD","CA3424711728420031025","OLD",NA,"2003",2003-10-25,"298","917",7,"Arson",2003-11-15,319,1800,91281,"G",34.19694444,-117.27611111,"13","STATE OR PRIVATE","CA",NA,NA,NA,"Human",2003-10-25,2017-10-25,21
"339",NA,"161622","163196","FS-391185","FED","FS-FIRESTAT","FS","USCASTF","Stanislaus National Forest","0516","Stanislaus National Forest","24",NA,"7622","BOX","CA-STF-001634","Mountain Complex","CA3814611990020030720","MOUNTAIN COMPLEX","MOUNTAIN COMPLEX","2003",2003-07-20,"201","1000",1,"Lightning",2003-12-31,365,1200,1031,"F",38.12694444,-119.89388889,"5","USFS","CA",NA,NA,NA,"Natural",2003-07-20,2017-07-20,164
"340",NA,"161786","163363","FS-391356","FED","FS-FIRESTAT","FS","USCABDF","San Bernardino National Forest","0512","San Bernardino National Forest","131",NA,"5068","BRIDGE","CA-BDF-8860","Bridge","CA3417611717320030905","BRIDGE",NA,"2003",2003-09-05,"248","1504",9,"Miscellaneous",2003-09-14,257,1800,1352,"F",34.16888889,-117.18277778,"5","USFS","CA",NA,NA,NA,"Human",2003-09-05,2017-09-05,9
"341",NA,"162128","163711","FS-391716","FED","FS-FIRESTAT","FS","USCAINF","Inyo National Forest","0504","Inyo National Forest","52",NA,NA,"SUMMIT","CA-INF-1245","SUMMIT COMPLEX","CA3621511813520030827","SUMMIT COMPLEX","SUMMIT COMPLEX","2003",2003-08-27,"239","1515",1,"Lightning",2003-12-31,365,1400,6721,"G",36.21805556,-118.13138889,"5","USFS","CA",NA,NA,NA,"Natural",2003-08-27,2017-08-27,126
"342",NA,"162472","164059","FS-392087","FED","FS-FIRESTAT","FS","USCASTF","Stanislaus National Forest","0516","Stanislaus National Forest","26",NA,NA,"MOUNTAIN","CA-STF-001634","Mountain Complex","CA3814611990020030720","MOUNTAIN COMPLEX","MOUNTAIN COMPLEX","2003",2003-07-20,"201","1014",1,"Lightning",2003-12-31,365,1200,3090,"F",38.13111111,-119.88638889,"5","USFS","CA",NA,NA,NA,"Natural",2003-07-20,2017-07-20,164
"343",NA,"162632","164222","FS-392254","FED","FS-FIRESTAT","FS","USCATNF","Tahoe National Forest","0517","Tahoe National Forest","31",NA,NA,"CHILCOOT COMPLEX","CA-TNF-001383","CHILCOOT COMPLEX","CA3976112013320030720","CHILCOOT COMPLEX","CHILCOOT COMPLEX","2003",2003-07-20,"201","1530",1,"Lightning",2003-07-21,202,800,5635,"G",39.76916667,-120.16027778,"6","OTHER FEDERAL","CA","63","63","Plumas","Natural",2003-07-20,2017-07-20,1
"344",NA,"162639","164229","FS-392261","FED","FS-FIRESTAT","FS","USCAMDF","Modoc National Forest","0509","Modoc National Forest","57",NA,NA,"ACKLEY","CA-MDF-472","ACKLEY","CA4174312132820030726","ACKLEY",NA,"2003",2003-07-26,"207","1428",1,"Lightning",2003-07-30,211,1800,9940,"G",41.75305556,-121.32388889,"5","USFS","CA",NA,NA,NA,"Natural",2003-07-26,2017-07-26,4
"345",NA,"163230","164828","FS-392974","FED","FS-FIRESTAT","FS","USCAANF","Angeles National Forest","0501","Angeles National Forest","78",NA,"0207","HAUSER","CA-LAC-150988","Hauser","CA3456411829420030724","HAUSER",NA,"2003",2003-07-24,"205","1245",9,"Miscellaneous",2003-07-30,211,1800,2038,"F",34.55,-118.30833333,"5","USFS","CA",NA,NA,NA,"Human",2003-07-24,2017-07-24,6
"346",NA,"163270","164869","FS-393016","FED","FS-FIRESTAT","FS","USCASHF","Shasta-Trinity National Forest","0514","Shasta-Trinity National Forest","194",NA,"6435","LOMA","CA-SHF-2012","LOMA","CA4078912330120030914","LOMA",NA,"2003",2003-09-14,"257","1528",9,"Miscellaneous",2003-09-22,265,1800,3740,"F",40.76777778,-123.31916667,"13","STATE OR PRIVATE","CA",NA,NA,NA,"Human",2003-09-14,2017-09-14,8
"347",NA,"163771","165380","FS-393571","FED","FS-FIRESTAT","FS","USCACNF","Cleveland National Forest","0502","Cleveland National Forest","87",NA,"P0","CEDAR","CA-CNF-003056","CEDAR","CA3293911676620031025","CEDAR",NA,"2003",2003-10-25,"298","1745",4,"Campfire",2003-11-04,308,1800,280059,"G",32.98555556,-116.7275,"5","USFS","CA",NA,NA,NA,"Human",2003-10-25,2017-10-25,10
"348",NA,"163829","165439","FS-393640","FED","FS-FIRESTAT","FS","USCASQF","Sequoia National Forest","0513","Sequoia National Forest","79",NA,"5943","COONEY","CA-SQF-002423","COONEY","CA3634711853120030801","COONEY WFU",NA,"2003",2003-08-01,"213","800",1,"Lightning",2003-12-15,349,1259,1850,"F",36.34361111,-118.53694444,"5","USFS","CA",NA,NA,NA,"Natural",2003-08-01,2017-08-01,136
"349",NA,"163847","165458","FS-393661","FED","FS-FIRESTAT","FS","USCASQF","Sequoia National Forest","0513","Sequoia National Forest","105",NA,"5956","HOOKER","CA-SQF-003288","ALBANITA/HOOKER","CA3611811821020030903","ALBANITA AND HOOKER",NA,"2003",2003-09-03,"246","1549",1,"Lightning",2003-11-25,329,1200,2241,"F",36.08583333,-118.20027778,"5","USFS","CA",NA,NA,NA,"Natural",2003-09-03,2017-09-03,83
"350",NA,"163883","165498","FS-393709","FED","FS-FIRESTAT","FS","USCACNF","Cleveland National Forest","0502","Cleveland National Forest","89",NA,NA,"PARADISE","CA-MVU-008143","PARADISE","CA3320411691620031026","PARADISE",NA,"2003",2003-10-26,"299","145",7,"Arson",2003-10-26,299,215,56427,"G",33.25555556,-116.95277778,"6","OTHER FEDERAL","CA",NA,NA,NA,"Human",2003-10-26,2017-10-26,0
"351",NA,"164501","166128","FS-394518","FED","FS-FIRESTAT","FS","USCAMNF","Mendocino National Forest","0508","Mendocino National Forest","61",NA,NA,"HAPPY CAMP","CA-MNF-934","Grindstone Complex","CA3953112272720030903","GRINDSTONE COMPLEX (HAPPY CAMP)","GRINDSTONE COMPLEX","2003",2003-09-03,"246","1230",1,"Lightning",2003-09-15,258,1200,1481,"F",39.54055556,-122.73527778,"5","USFS","CA",NA,NA,NA,"Natural",2003-09-03,2017-09-03,12
"352",NA,"164505","166132","FS-394522","FED","FS-FIRESTAT","FS","USCAMNF","Mendocino National Forest","0508","Mendocino National Forest","79",NA,NA,"SPANISH","CA-MNF-1106","SPANISH","CA3963412282820030928","SPANISH",NA,"2003",2003-09-28,"271","600",4,"Campfire",2003-09-28,271,1000,6058,"G",39.61666667,-122.85083333,"5","USFS","CA",NA,NA,NA,"Human",2003-09-28,2017-09-28,0
"353",NA,"164526","166153","FS-394544","FED","FS-FIRESTAT","FS","USCAMNF","Mendocino National Forest","0508","Mendocino National Forest","66",NA,NA,"DEAFY","CA-MNF-934","Grindstone Complex","CA3950412282120030903","GRINDSTONE COMPLEX (DEAFY)","GRINDSTONE COMPLEX","2003",2003-09-03,"246","1330",1,"Lightning",2003-09-12,255,1800,4696,"F",39.51138889,-122.78472222,"5","USFS","CA",NA,NA,NA,"Natural",2003-09-03,2017-09-03,9
"354",NA,"168757","170414","FS-399021","FED","FS-FIRESTAT","FS","USNVHTF","Humboldt-Toiyabe National Forest","0417","Humboldt-Toiyabe National Forest","6",NA,"A5T0","COLE COMPLEX","NV-HTF-3300","COLE COMPLEX","CA3859811954820040625","DANA","COLE COMPLEX","2004",2004-06-25,"177","1600",1,"Lightning",2004-07-01,183,1800,3128,"F",38.55416667,-119.53055556,"5","USFS","CA","51","51","Mono","Natural",2004-06-25,2017-06-25,6
"355",NA,"169620","171285","FS-399922","FED","FS-FIRESTAT","FS","USCASTF","Stanislaus National Forest","0516","Stanislaus National Forest","49",NA,"BA1B","EARLY","CA-STF-1732","EARLY","CA3788611994620040809","EARLY",NA,"2004",2004-08-09,"222","1026",9,"Miscellaneous",2004-10-26,300,1,1750,"F",37.86944444,-119.96222222,"5","USFS","CA",NA,NA,NA,"Human",2004-08-09,2017-08-09,78
"356",NA,"170326","171998","FS-400735","FED","FS-FIRESTAT","FS","USCASQF","Sequoia National Forest","0513","Sequoia National Forest","52",NA,"BBA3","DEEP","CA-SQF-2526","DEEP","CA3617411872220040812","DEEP",NA,"2004",2004-08-12,"225","1758",9,"Miscellaneous",2004-08-17,230,1800,3222,"F",36.15111111,-118.71666667,"5","USFS","CA",NA,NA,NA,"Human",2004-08-12,2017-08-12,5
"357",NA,"170346","172018","FS-400776","FED","FS-FIRESTAT","FS","USCAANF","Angeles National Forest","0501","Angeles National Forest","83",NA,"A7QD","PINES","CA-LAC-04142168","PINE","CA3474111860820040712","PINE",NA,"2004",2004-07-12,"194","1247",9,"Miscellaneous",2004-07-21,203,1200,17418,"G",34.73666667,-118.65527778,"5","USFS","CA",NA,NA,NA,"Human",2004-07-12,2017-07-12,9
"358",NA,"171506","173185","FS-402004","FED","FS-FIRESTAT","FS","USCASRF","Six Rivers National Forest","0510","Six Rivers National Forest","39","53-12","A9JM","SIMS","CA-SRF-3784","SIMS","CA4070212354420040728","SIMS",NA,"2004",2004-07-28,"210","745",2,"Equipment Use",2004-08-15,228,2000,4030,"F",40.71833333,-123.57111111,"5","USFS","CA",NA,NA,NA,"Human",2004-07-28,2017-07-28,18
"359",NA,"192048","194513","W-465577","FED","DOI-WFMI","BIA","USCASCA","Southern California Agency","CASCA","Southern California Agency","48",NA,NA,"TRIBAL",NA,NA,"CA3351711677119931027","TRIBAL",NA,"1993",1993-10-27,"300","700",7,"Arson",1993-10-27,300,1500,2500,"F",33.6167,-116.7509,"2","BIA","CA",NA,NA,NA,"Human",1993-10-27,2017-10-27,0
"360",NA,"192266","194748","W-465870","FED","DOI-WFMI","BIA","USCASCA","Southern California Agency","CASCA","Southern California Agency","136",NA,NA,"RINCON",NA,NA,"CA3325811696019961021","RINCON",NA,"1996",1996-10-21,"295","1935",7,"Arson",1996-10-22,296,2000,1800,"F",33.2667,-116.9592,"2","BIA","CA",NA,NA,NA,"Human",1996-10-21,2017-10-21,1
"361",NA,"192329","194815","W-465975","FED","DOI-WFMI","BIA","USCASCA","Southern California Agency","CASCA","Southern California Agency","32",NA,NA,"WILDCAT",NA,NA,"CA3296811685119980831","WILDCAT",NA,"1998",1998-08-31,"243","1916",1,"Lightning",1998-09-02,245,1800,3568,"F",32.9842,-116.8284,"2","BIA","CA",NA,NA,NA,"Natural",1998-08-31,2017-08-31,2
"362",NA,"199850","202525","W-397013","FED","DOI-WFMI","BIA","USAZCRA","Colorado River Agency","AZCRA","Colorado River Agency","9",NA,NA,"LOST LAKE",NA,NA,"CA3402011446219950623","LOST LAKE",NA,"1995",1995-06-23,"174","1245",7,"Arson",1995-06-26,177,1900,2360,"F",34,-114.4508,"2","BIA","CA",NA,NA,NA,"Human",1995-06-23,2017-06-23,3
"363",NA,"213371","216388","W-36988","FED","DOI-WFMI","BLM","USAZCRD","Colorado River District","AZYUD","Yuma Field Office",NA,NA,"C957","WALTERS",NA,NA,NA,NA,NA,"1992",1992-03-18,"78","1532",5,"Debris Burning",1992-03-21,81,1200,1800,"F",33.2334,-114.7008,"1","BLM","CA",NA,NA,NA,"Human",1992-03-18,2017-03-18,3
"364",NA,"213566","216590","W-37194","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U982","HUNTER",NA,NA,"CA3761412019719920523","HUNTER",NA,"1992",1992-05-23,"144","1245",2,"Equipment Use",1992-05-25,146,1700,1350,"F",37.6166,-120.2177,"8","PRIVATE","CA",NA,NA,NA,"Human",1992-05-23,2017-05-23,2
"365",NA,"213576","216600","W-37209","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U997","JOLON",NA,NA,"CA3592012099119920604","JOLON",NA,"1992",1992-06-04,"156","1452",7,"Arson",1992-06-05,157,1800,1625,"F",35.9166,-120.9677,"8","PRIVATE","CA",NA,NA,NA,"Human",1992-06-04,2017-06-04,1
"366",NA,"213623","216650","W-37079","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D086","MOCCASIN",NA,NA,"CA3783912030019920801","MOCCASIN",NA,"1992",1992-08-01,"214","1230",4,"Campfire",1992-08-07,220,1600,8000,"G",37.8166,-120.3344,"8","PRIVATE","CA",NA,NA,NA,"Human",1992-08-01,2017-08-01,6
"367",NA,"213644","216674","W-37114","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D121","MID0RIDGE",NA,NA,"CA3498911865719920822","MIDDLE RIDGE",NA,"1992",1992-08-22,"235","1621",2,"Equipment Use",1992-08-31,244,1813,7530,"G",35.0833,-118.7509,"8","PRIVATE","CA",NA,NA,NA,"Human",1992-08-22,2017-08-22,9
"368",NA,"213676","216707","W-33256","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D194","SABODAN",NA,NA,"CA3502511902319930510","SABODAN",NA,"1993",1993-05-10,"130","1415",9,"Miscellaneous",1993-05-11,131,500,3000,"F",35,-119.0176,"8","PRIVATE","CA",NA,NA,NA,"Human",1993-05-10,2017-05-10,1
"369",NA,"213678","216709","W-33255","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D193","ELK HILLS2",NA,NA,"CA3532811956919930510","ELK HILLS 2",NA,"1993",1993-05-10,"130","1603",11,"Powerline",1993-05-11,131,200,7100,"G",35.2666,-119.5843,"6","OTHER FEDERAL","CA",NA,NA,NA,"Human",1993-05-10,2017-05-10,1
